"ROW_ID","CREATED","CREATED_BY","LAST_UPD","LAST_UPD_BY","MODIFICATION_NUM","CONFLICT_ID","DB_LAST_UPD","EFF_END_DT","EFF_START_DT","X_NUMBER_OF_TIMES","COMP_TYPE_CD","CONTEXT_CD","DB_LAST_UPD_SRC","OBJECT_PRODUCT_LIST","OBJECT_RELATIONSHIP","OBJECT_UID","PROD_LIST","PTRN_ID","SOURCE_RECORD_ID","SOURCE_RULE_TYPE","SUBJECT_PRODUCT_LIST","SUBJECT_RELATIONSHIP","SUBJECT_UID","X_ACTION_CODE","X_CUSTOM_MSG_ENU","X_CUSTOM_MSG_FRA","X_CUSTOM_MSG_NLD","X_OPERATOR","X_ORDER_MODE","X_PROMOTION_ID","PARENT_PRODID","ADJ_GROUP_ID","GROUP_ID","MANUAL_FLAG","MTRX_RULE_NUM","OBJECT_EVALUATOR","PROD_ID","PROD_LN_ID","PROD_TMPL_VODNUM","REL_PROD_COMP_ID","REL_PROD_ID","REL_PROD_LN_ID","REL_PROD_TMPL_VNUM","SUBJECT_EVALUATOR","X_BGC_QUANTITY_CHECK_FLG","X_PROD_CLASS_ID","X_REL_PROD_CLASS_ID","GROUP_EC","X_DECI_PXS_PRODUCT","X_DECI_PXS_PRODUCT_ACTION","X_DEC_PRD_LN_ID","X_CUST_AGREE_ID","X_SKIP_RULES_ONBOARD_RENE"
"8-6HK2EUX75E","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:14","31/01/2030 22:59:59","30/06/2020 22:00:00","","Optional Default","Parent","dataimp","","","CHIFE","","","1-28F083","","","","","","","","","","","","DRZVC","","G-DVYSI","","","","","","","","","","","(R-TYJ4J OR R-0KGYG OR R-7Q3IJ OR R-JYSLC OR R-ZULR6 OR R-AYXOI OR R-3ELNJ OR R-H1CP3) AND (R-RBWEE OR R-FEP68)","","","","","","","","",""
"8-B39LNP2L3M","11/06/2024 15:47:33","0-1","11/06/2024 15:47:33","0-1","0","0","19/06/2024 16:07:14","","","","Optional Default","Parent","dataimp","","","CJGTL","","","1-2KR2LM","","","","","","","","","","","","DOJTS","","G-TLLEZ","","","","","","","","","","","(R-XVXF1 OR R-RP0UY) AND (R-QLELR AND R-TUB4H) AND (R-EXCTK OR R-CSLTX OR R-U27RO)","","","","","","","","",""
"8-55DRCOI4U7","11/06/2024 15:47:33","0-1","11/06/2024 15:47:33","0-1","0","0","19/06/2024 16:07:14","31/07/2024 21:59:59","01/05/2024 22:00:00","","Optional Default","Parent","dataimp","","","KQBAP","","","1-3ET26M","","","","","","","","","","","KXPWI","KDKWA","","G-76O5B","","","","","","","","","","","(R-D4LZB OR R-F58QJ) AND R-7FXJU AND R-YX92Y AND R-33O4W","","","","","","","","",""
"8-3ZS4F1056T","11/06/2024 15:47:33","0-1","11/06/2024 15:47:33","0-1","0","0","19/06/2024 16:07:14","31/07/2024 21:59:59","01/05/2024 22:00:00","","Optional Default","Parent","dataimp","","","COSRX","","","1-3ET2SG","","","","","","","","","","","PUSPI","KDKWA","","G-D44E8","","","","","","","","","","","R-FTCA6 AND (R-3UPRB OR R-AAJR5) AND R-A3ZVL AND R-PQO2P","","","","","","","","",""
"8-7JZISI53LK","11/06/2024 15:47:33","0-1","11/06/2024 15:47:33","0-1","0","0","19/06/2024 16:07:14","31/07/2024 21:59:59","01/05/2024 22:00:00","","Optional Default","Parent","dataimp","","","KQBAP","","","1-3ET0XM","","","","","","","","","","","MLBSK","KDKWA","","G-1N9KA","","","","","","","","","","","(R-3SRDX OR R-2HW99) AND R-A7TGB AND R-38KHT AND R-02JW9","","","","","","","","",""
"8-CC6SI426VT","11/06/2024 15:47:33","0-1","11/06/2024 15:47:33","0-1","0","0","19/06/2024 16:07:14","31/07/2024 21:59:59","21/03/2024 23:00:00","","Optional Default","Parent","dataimp","","","PONVV","","","1-3ES56T","","","","","","","","","","","MLWLE","KDKWA","","G-SBWZ1","","","","","","","","","","","(R-6KEWE OR R-W6VQA) AND R-M5Z3T AND R-8ZCQK AND R-IZ4R0","","","","","","","","",""
"8-9FL8WEXRWT","11/06/2024 15:47:33","0-1","11/06/2024 15:47:33","0-1","0","0","19/06/2024 16:07:14","31/07/2024 21:59:59","01/05/2024 22:00:00","","Optional Default","Parent","dataimp","","","KQBAP","","","1-3ET15A","","","","","","","","","","","DCGXV","KDKWA","","G-KHEDK","","","","","","","","","","","(R-5A0F4 OR R-76I67) AND R-FV47T AND R-O5YF0 AND R-MOJU2","","","","","","","","",""
"8-M1XX5D8YZK","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","S115NHN6","","","1-1FWG79","","","","","","","","","","","","PJDZN","","G-5DWHR","","","","","","","","","","","R-MGHM8","","","","","","","","",""
"8-WIHC462MAX","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","MZOYZ","","","1-34ZRF1","","","","","","","","","","","","KLMNU","","G-NFIGA","","","","","","","","","","","R-4VZON","","","","","","","","",""
"8-75HGW9JZ31","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","PTYOM","","","1-34ZRG5","","","","","","","","","","","","KLMNU","","G-J4X5P","","","","","","","","","","","R-0A6JS","","","","","","","","",""
"8-XARREKP2FE","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DKCQT","","","1-YVMHU","","","","","","","","","","","","KZKDF","","G-5F4MS","","","","","","","","","","","R-5V4BM","","","","","","","","",""
"8-RH9VSXON84","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Requires","Parent","dataimp","","","","","","1-GZ2JG","","","","","","","","","","","","DUZZG","","G-EGLOE","","","R-XR4H0","","","","","","","","(R-8Q6K9 OR R-VHKP9) AND R-YIEUR AND R-4K4SU","","","","","","","","",""
"8-8HDDS5Y0UR","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Requires","Parent","dataimp","","","","","","1-HD41Z","","","","","","","","","","","","DUZZG","","G-MQGAX","","","R-8C8TO","","","","","","","","(R-MOAIV OR R-POGU1) AND R-TJDC4 AND R-GNOAM","","","","","","","","",""
"8-SN2VBB0ML0","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Requires","Parent","dataimp","","","","","","1-HCSKA","","","","","","","","","","","","DUZZG","","G-Y7R0I","","","R-0K7WS","","","","","","","","R-ZK1DA AND R-JKBS0 AND R-CZEPU","","","","","","","","",""
"8-XF844SBGP0","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Requires","Parent","dataimp","","","","","","1-HCSG2","","","","","","","","","","","","DUZZG","","G-7SWOT","","","R-GNVWK","","","","","","","","R-9Q87A AND R-BF6JR AND R-SF7XP","","","","","","","","",""
"8-I0089L31M2","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Requires","Parent","dataimp","","","","","","1-HD3V3","","","","","","","","","","","","DUZZG","","G-7PG54","","","R-BTQA8","","","","","","","","(R-HVV5W OR R-TDLF4) AND R-3M6T9 AND R-HWF7I","","","","","","","","",""
"8-QDLTZ16VPL","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Requires","Parent","dataimp","","","","","","1-HD3NT","","","","","","","","","","","","DUZZG","","G-LVLK0","","","R-Z7YO0","","","","","","","","(R-FPJ1J OR R-N0QGB) AND R-5B368 AND R-QUWF1","","","","","","","","",""
"8-Y6SIEYBQXB","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-HD3YU","","","","","","","","","","","","DUZZG","","G-SRQ4V","","","R-PUJD3","","","","","","","","(R-ZGRQM OR R-R28B5) AND R-THN27 AND R-13S5M","","","","","","","","",""
"8-HMD5IXZARJ","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-GY9NK","","","","","","","","","","","","DUZZG","","G-3TDUM","","","R-43DQA","","","","","","","","R-9VNLX AND R-42ZRE AND R-1XIPQ","","","","","","","","",""
"8-ZUU5EVPW8N","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-HNN2A","","","","","","","","","","","","DUZZG","","G-Y9RKE","","","R-EBVN1","","","","","","","","(R-5SV3J OR R-Z2ABZ) AND R-WTUHG AND R-LPZJZ","","","","","","","","",""
"8-AA8V2RZGXZ","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-HD3KI","","","","","","","","","","","","DUZZG","","G-6JEE5","","","R-04W8R","","","","","","","","(R-O1DX5 OR R-O4QB5) AND R-0C8PP AND R-XNLNB","","","","","","","","",""
"8-X8KRNPTQQQ","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-GZ2IC","","","","","","","","","","","","DUZZG","","G-B1OK2","","","R-GWS7E","","","","","","","","(R-T6RNX OR R-X9YV2) AND R-5LZIK AND R-RRZPL","","","","","","","","",""
"8-2WF3MCVBPL","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-HD3G0","","","","","","","","","","","","DUZZG","","G-BCWQ6","","","R-F7REA","","","","","","","","R-522P1 AND R-BFPP8 AND R-MJQAO","","","","","","","","",""
"8-D6I98ECEDJ","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-HCSCW","","","","","","","","","","","","DUZZG","","G-RFBNE","","","R-YB26J","","","","","","","","R-SOAOX AND R-ZOSZO AND R-YHU4R","","","","","","","","",""
"8-BPC42HUCN9","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-HD3S2","","","","","","","","","","","","DUZZG","","G-E0OQT","","","R-TPKDH","","","","","","","","(R-1ZLMY OR R-8SS2K) AND R-9PBKK AND R-324FB","","","","","","","","",""
"8-VHNKWJPIWM","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-GY9MP","","","","","","","","","","","","DUZZG","","G-J8IWA","","","R-CXTFM","","","","","","","","R-D0DA1 AND R-7AIZU AND R-RYQEN","","","","","","","","",""
"8-3UZ4W4XUAB","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:14","","","","Requires","Parent","dataimp","","","","","","1-GZ2H8","","","","","","","","","","","","DUZZG","","G-TNGMK","","","R-DLAHA","","","","","","","","(R-53Z25 OR R-VTBIQ) AND R-YSCXL AND R-WSNMU","","","","","","","","",""
"8-WPKGU82E8M","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","PYBPK","","","1-SYYZM","","","","","","","","","","","","KYXRO","","G-AH5SV","","","","","","","","","","","R-J3S3M","","","","","","","","",""
"8-LC00J1CG76","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGO6","","","","","","","","","","","","MPFXJ","","G-KZFNE","","","","","","","","","","","R-7GN5P","","","","","","","","",""
"8-LNR8MTIH82","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SH0K","","","","","","","","","","","","DMLPV","","G-PNSJA","","","","","","","","","","","R-ARCNM","","","","","","","","",""
"8-UX3YE7TY5M","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGWG","","","","","","","","","","","","PHDRK","","G-96BX9","","","","","","","","","","","R-GLSSS","","","","","","","","",""
"8-FDFC03VMIF","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-25K616","","","","","","","","","","","","MXLKR","","G-X0IYJ","","","","","","","","","","","R-D1HSL","","","","","","","","",""
"8-U9CKZ996JR","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-25K65E","","","","","","","","","","","","DRPVM","","G-WITBR","","","","","","","","","","","R-JLMGM","","","","","","","","",""
"8-VPVU0XAS43","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-25KJ1Z","","","","","","","","","","","","DFUCW","","G-4X0MW","","","","","","","","","","","R-98Y81","","","","","","","","",""
"8-P4VFLWF33V","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","S115NHN6","","","1-1FWG8W","","","","","","","","","","","","MAUNJ","","G-MQKH8","","","","","","","","","","","R-X5FPG","","","","","","","","",""
"8-Q0X0IPUGQ0","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","S115NHN6","","","1-1FWG9I","","","","","","","","","","","","KNPDK","","G-5VPSJ","","","","","","","","","","","R-I9I16","","","","","","","","",""
"8-9631W5FFXY","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","S115NHN6","","","1-1FWG8A","","","","","","","","","","","","MTSYI","","G-XABE9","","","","","","","","","","","R-MUDO3","","","","","","","","",""
"8-I4MT11148H","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SB2K","","","","","","","","","","","","CTBXS","","G-H7SCK","","","","","","","","","","","R-SZJUO","","","","","","","","",""
"8-9YJKSZCCIH","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SM5J","","","","","","","","","","","","PSJYM","","G-3CKHF","","","","","","","","","","","R-43HGN","","","","","","","","",""
"8-LA2R1A65O3","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SM7B","","","","","","","","","","","","MXJHD","","G-A2VE5","","","","","","","","","","","R-A51L5","","","","","","","","",""
"8-HXML95MRM4","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","S115NHN6","","","1-1FWGA4","","","","","","","","","","","","DWUXR","","G-7DKB2","","","","","","","","","","","R-KWLNS","","","","","","","","",""
"8-RN2BOJ7H6R","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","S11DIB5X","","","1-1S2MCX","","","","","","","","","","","","KSEDZ","","G-ECF5G","","","","","","","","","","","R-SUDHS","","","","","","","","",""
"8-ADFPFWXRT8","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24S0Q3","","","","","","","","","","","","CQYUN","","G-CBY2Y","","","","","","","","","","","R-UQOKV","","","","","","","","",""
"8-CHVLHU9CWA","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-16HLKM","","","","","","","","","","","","S1MUEKA","","G-16OFV","","","","","","","","","","","R-7DGM8","","","","","","","","",""
"8-F99OUT57FV","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-16GYS0","","","","","","","","","","","","DWOKN","","G-4SV9B","","","","","","","","","","","R-F84OP","","","","","","","","",""
"8-0PM6YW0UNB","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SI4A","","","","","","","","","","","","PMOIU","","G-2H8IH","","","","","","","","","","","R-3NNQO","","","","","","","","",""
"8-R5W112PW3Z","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGUC","","","","","","","","","","","","DJYAD","","G-QBMX7","","","","","","","","","","","R-5EOSU","","","","","","","","",""
"8-BR0KC4KXEL","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SHYS","","","","","","","","","","","","MEXPJ","","G-2EZCM","","","","","","","","","","","R-BMO52","","","","","","","","",""
"8-D1N4K2G6UM","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGYS","","","","","","","","","","","","KXCOF","","G-QH2R6","","","","","","","","","","","R-N9SJK","","","","","","","","",""
"8-HXY2PNHFIG","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24RMAQ","","","","","","","","","","","","MWPQT","","G-XD57U","","","","","","","","","","","R-KBCAT","","","","","","","","",""
"8-PX4TOG4J6P","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SEHM","","","","","","","","","","","","CZUWM","","G-465OS","","","","","","","","","","","R-768Q4","","","","","","","","",""
"8-X6CMALT9R1","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SLEE","","","","","","","","","","","","DFIWA","","G-9GJFH","","","","","","","","","","","R-K0YEH","","","","","","","","",""
"8-Q1PJBFSYXJ","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DKCQT","","","1-16H3AQ","","","","","","","","","","","","DPOJQ","","G-8FO9K","","","","","","","","","","","R-XAAG6","","","","","","","","",""
"8-YJBHKLWBEF","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SI62","","","","","","","","","","","","KDJUI","","G-39E2R","","","","","","","","","","","R-VZM48","","","","","","","","",""
"8-6QI80T1KLY","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SI7U","","","","","","","","","","","","CVQNJ","","G-CDKU9","","","","","","","","","","","R-HDON9","","","","","","","","",""
"8-T22WO33FND","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SH2C","","","","","","","","","","","","CWGYS","","G-UB0P2","","","","","","","","","","","R-WC4S0","","","","","","","","",""
"8-FVMOU0HN9W","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGQI","","","","","","","","","","","","KNPYS","","G-U70NY","","","","","","","","","","","R-18PSO","","","","","","","","",""
"8-ZJAA1OCHCB","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGSK","","","","","","","","","","","","PYSVA","","G-T7BTN","","","","","","","","","","","R-3RY4O","","","","","","","","",""
"8-ZH6J6WWC5B","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGME","","","","","","","","","","","","MAMPD","","G-D2X4H","","","","","","","","","","","R-ZNKJ5","","","","","","","","",""
"8-CCYJVZ386S","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SGKM","","","","","","","","","","","","KVNTQ","","G-E401T","","","","","","","","","","","R-7D4OZ","","","","","","","","",""
"8-R8P4U810CN","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24S0K6","","","","","","","","","","","","PEEZN","","G-S1OK6","","","","","","","","","","","R-80WES","","","","","","","","",""
"8-6UGVX8C225","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SEKN","","","","","","","","","","","","MHHHS","","G-U65DJ","","","","","","","","","","","R-RAJ8D","","","","","","","","",""
"8-J8VTIP91M8","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SEMF","","","","","","","","","","","","DQHUV","","G-EU2K6","","","","","","","","","","","R-YD72F","","","","","","","","",""
"8-RWAXZDVFE6","11/06/2024 15:47:02","0-1","11/06/2024 15:47:02","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","DGMIS","","","1-24SEO7","","","","","","","","","","","","MHNFJ","","G-0OEBX","","","","","","","","","","","R-3A5KT","","","","","","","","",""
"8-7BQABLJMU4","11/06/2024 15:47:05","0-1","11/06/2024 15:47:05","0-1","0","0","19/06/2024 16:07:15","30/06/2024 21:59:59","14/04/2024 22:00:00","","Requires Auto Add","Parent","dataimp","","","DPGFK","","","1-2LZVYH","","","","","","","","","","","","CQRMH","","G-I875G","","","","","","","","","","","(R-SWRH4 OR R-V1IS4 OR R-K73VZ OR R-XFODX) AND R-KQJ5F AND R-4SO7X AND R-5I6QF AND R-TZV46 AND R-GY9S8 AND (R-KKJ1Q OR R-BEE1Y OR R-S158E)","","","","","","","","",""
"8-I9I908WF34","11/06/2024 15:47:05","0-1","11/06/2024 15:47:05","0-1","0","0","19/06/2024 16:07:15","30/06/2024 21:59:59","14/04/2024 22:00:00","","Optional Default","Parent","dataimp","","","CKKCT","","","1-3ELGFV","","","","","","","","","","","","KLFFY","","G-RDS54","","","","","","","","","","","R-MNUI3 AND (R-RNP6F OR R-1PN40) AND R-HO2SB","","","","","","","","",""
"8-GO9IBT68L3","11/06/2024 15:47:05","0-1","11/06/2024 15:47:05","0-1","0","0","19/06/2024 16:07:15","30/06/2024 21:59:59","14/04/2024 22:00:00","","Optional Default","Parent","dataimp","","","CKKCT","","","1-36LQ11","","","","","","","","","","","","KLFFY","","G-PDSGK","","","","","","","","","","","R-U0PVR AND (R-KTA3G OR R-R0BWS) AND (R-VR1V6 OR R-ZRQON OR R-3S7EI)","","","","","","","","",""
"8-QSDI5UF8SF","11/06/2024 15:47:05","0-1","11/06/2024 15:47:05","0-1","0","0","19/06/2024 16:07:15","30/06/2024 21:59:59","14/04/2024 22:00:00","","Requires Auto Add","Parent","dataimp","","","DPGFK","","","1-2LZW1X","","","","","","","","","","","","CQRMH","","G-OT2TU","","","","","","","","","","","(R-EJI4B OR R-WEUQB OR R-MZEUS OR R-ICNM6) AND R-A0NMK AND R-ZDPJM AND R-SSACZ AND R-11BVA AND R-D9H5P AND (R-FH4QD OR R-EAJYS OR R-K7XCW)","","","","","","","","",""
"8-D9HEHES7EN","11/06/2024 15:47:06","0-1","11/06/2024 15:47:06","0-1","0","0","19/06/2024 16:07:15","30/06/2024 21:59:59","14/04/2024 22:00:00","","Requires Auto Add","Parent","dataimp","","","DPGFK","","","1-2LZVRN","","","","","","","","","","","","CQRMH","","G-11RAL","","","","","","","","","","","(R-0YG7J OR R-N9NK0 OR R-R2DTV OR R-0GG28) AND R-2KS79 AND R-K2TVT AND R-R6FD5 AND R-8NUGV AND R-0O2BK AND R-KIORA","","","","","","","","",""
"8-WCY5RRSQD9","11/06/2024 15:47:06","0-1","11/06/2024 15:47:06","0-1","0","0","19/06/2024 16:07:15","30/06/2024 21:59:59","14/04/2024 22:00:00","","Requires Auto Add","Parent","dataimp","","","DPGFK","","","1-2LZVUV","","","","","","","","","","","","CQRMH","","G-JN4BB","","","","","","","","","","","(R-F5IVC OR R-M2N3F OR R-ZTA13 OR R-BFS1D) AND R-TYT7D AND R-MD3YA AND R-W4PSZ AND R-P0K2G AND R-MJLJC AND R-MQQNO","","","","","","","","",""
"8-KJ6C869ZG3","11/06/2024 15:47:06","0-1","11/06/2024 15:47:06","0-1","0","0","19/06/2024 16:07:15","","","","Requires Auto Add","Parent","dataimp","","","DTDQK","","","1-HQ3RP","","","","","","","","","","","","KYXRO","","G-8CS1I","","","","","","","","","","","R-IUCNZ AND (R-WGPUV OR R-EXDKU) AND R-M6G5X AND R-UQMFS","","","","","","","","",""
"8-G1FH6N2YOZ","11/06/2024 15:47:06","0-1","11/06/2024 15:47:06","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","PYBPK","","","1-2Q5BQ8","","","","","","","","","","","","KYXRO","","G-YFYWL","","","","","","","","","","","(R-NK6FZ OR R-GB9O1) AND (R-ANFAN OR R-DJAXN OR R-9DLSB OR R-4MY02) AND R-T4KCI AND R-89SAB","","","","","","","","",""
"8-MXO1TQKIX0","11/06/2024 15:47:06","0-1","11/06/2024 15:47:06","0-1","0","0","19/06/2024 16:07:15","","","","Requires Auto Add","Parent","dataimp","","","DTDQK","","","1-15EVJ2","","","","","","","","","","","","KYXRO","","G-1HP35","","","","","","","","","","","R-XVGDA AND (R-8Z3GX OR R-0TE5B OR R-UTH0G)","","","","","","","","",""
"8-BBJ1Z30HPF","11/06/2024 15:47:06","0-1","11/06/2024 15:47:06","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","CLIQR","","","1-1645SM","","","","","","","","","","","","KYXRO","","G-BFRKJ","","","","","","","","","","","(R-UCH3C OR (R-V8NU4 AND (R-J0J8U OR R-1WPDA OR R-QTFQE OR R-BT0SA) AND R-QLVG9) OR R-65DNF) AND R-FEYVG","","","","","","","","",""
