"ROW_ID","CREATED","CREATED_BY","LAST_UPD","LAST_UPD_BY","MODIFICATION_NUM","CONFLICT_ID","DB_LAST_UPD","CONDITION","COUNT","DATATYPE","DB_LAST_UPD_SRC","GROUP_ID","OPERATOR","ROW_NUM","VALUE","SOURCE_RECORD_ID","COND_PRODUCT_PARENT","CONSTRAINT_GROUPTYPE","CONSTRAINT_PARENT","IS_OBJ_EVALUATOR","IS_SUBJ_EVALUATOR"
"9-VGX2JNA2YS","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-S7HZV","=","R-7NELQ","Ambassador Internet Fiber + Tel","1-1QBKP2","","","","",""
"9-CF34E836C5","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-S7HZV","=","R-KN79R","Move","1-1QBKP2","","","","",""
"9-3K6KE8PG4I","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-S7HZV","=","R-RNR2S","Move","1-1QBKP2","","","","",""
"9-FEM5DYVWQW","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC Promotion Parent Action Code","","Attribute","dataimp","G-LWHS3","=","R-07LUL","Add","1-2ZK1EP","","","","",""
"9-TWMKBD9OJK","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LWHS3","=","R-UMU14","Flex Giga Fiber XS","1-2ZK1EP","","","","",""
"9-U5URNKQTMA","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LWHS3","=","R-7KE58","Flex Giga Fiber XS","1-2ZK1EP","","","","",""
"9-PPEFNCLUJ5","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LWHS3","=","R-PAU0O","Flex Giga Fiber XS","1-2ZK1EP","","","","",""
"9-7P2KNI7LVQ","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LWHS3","=","R-0L7KI","Flex Giga Fiber XS","1-2ZK1EP","","","","",""
"9-2ZEX0VW00S","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LWHS3","=","R-3MXEB","Flex Giga Fiber XS","1-2ZK1EP","","","","",""
"9-3YJOUDT2MJ","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LWHS3","=","R-Z5FY7","Flex Giga Fiber XS","1-2ZK1EP","","","","",""
"9-ONTY31G4KI","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-LWHS3","=","R-GT0C2","New","1-2ZK1EP","","","","",""
"9-QBKEEXZRGY","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-LWHS3","=","R-0P70L","New","1-2ZK1EP","","","","",""
"9-XKOTQ26W2S","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-LWHS3","=","R-LF7XD","New","1-2ZK1EP","","","","",""
"9-ZJD6XVQZ4J","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LWHS3","!=","R-MY8WV","Move","1-2ZK1EP","","","","",""
"9-EEP8CQSEWO","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LWHS3","!=","R-M9851","Move","1-2ZK1EP","","","","",""
"9-TYBU4JAYXH","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LWHS3","!=","R-IYJMB","Move","1-2ZK1EP","","","","",""
"9-4LAR0YP0BS","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_BF_ZONE","","Profile Attribute","dataimp","G-LWHS3","=","R-H7X2W","Fiber - Fiber","1-2ZK1EP","","","","",""
"9-6JXFDRSJ4Y","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_BF_ACCESS_TYPE","","Profile Attribute","dataimp","G-LWHS3","=","R-N2BPK","Both","1-2ZK1EP","","","","",""
"9-NWZ7FJX8NM","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LWHS3","!=","R-VVW6E","CO Free","1-2ZK1EP","","","","",""
"9-DCWBZ3M8Y7","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC Promotion Parent Action Code","","Attribute","dataimp","G-UYPL0","=","R-2G5O6","Add","1-2ZK067","","","","",""
"9-MV0NSRPVV0","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-UYPL0","=","R-T5ISJ","Flex Giga Fiber XS","1-2ZK067","","","","",""
"9-QAKJXLOZET","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-UYPL0","=","R-OYGD3","Flex Giga Fiber XS","1-2ZK067","","","","",""
"9-EKLMOV7VJ2","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-UYPL0","=","R-BANDP","Flex Giga Fiber XS","1-2ZK067","","","","",""
"9-7CJJRRQ7SY","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-UYPL0","=","R-D0VRD","Flex Giga Fiber XS","1-2ZK067","","","","",""
"9-G4GHNCTO9N","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-UYPL0","=","R-F6BB6","Flex Giga Fiber XS","1-2ZK067","","","","",""
"9-YVCXC22ELH","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-UYPL0","=","R-TOLFP","Flex Giga Fiber XS","1-2ZK067","","","","",""
"9-1O0ZJ0CPFM","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-UYPL0","=","R-C0SYZ","New","1-2ZK067","","","","",""
"9-MVMZZN6EBR","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-TRDU7","=","R-Z1SH6","Beats Flex XS","1-34KC77","","","","",""
"9-ACX8BUQ480","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-TRDU7","=","R-443R7","Beats Flex Fiber XS","1-34KC77","","","","",""
"9-LZPRRA1V5C","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-TRDU7","=","R-E8U9H","Beats Flex Fiber XS","1-34KC77","","","","",""
"9-11QSFAWJME","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-TRDU7","=","R-DIRO8","Beats Flex Fiber XS","1-34KC77","","","","",""
"9-5RE0JVE5ND","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-TRDU7","=","R-MAUT9","Beats Flex Fiber XS","1-34KC77","","","","",""
"9-2S6YSUIQT4","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-TRDU7","=","R-MQF0Z","Beats Flex Fiber XS","1-34KC77","","","","",""
"9-J7NJDWE6TV","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","BGC_BF_ACCESS_TYPE","","Profile Attribute","dataimp","G-TRDU7","=","R-ZMZMK","Both","1-34KC77","","","","",""
"9-9ZBSCF5DJ2","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-TRDU7","!=","R-EOG7F","Move","1-34KC77","","","","",""
"9-GXCAX0MT6S","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-TRDU7","!=","R-AR005","Move","1-34KC77","","","","",""
"9-ASP4XC24Z4","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","BGC_BF_ZONE","","Profile Attribute","dataimp","G-TRDU7","!=","R-Y7UE0","Fiber - Fiber","1-34KC77","","","","",""
"9-1U456CP21L","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-TRDU7","!=","R-MHFKE","CO Free","1-34KC77","","","","",""
"9-48Y2YCS6MU","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","TECH_ActionCode","","Attribute","dataimp","G-4B0JM","=","R-0CXBA","Add","1-2NID8V","","","","",""
"9-Z9NX602NWE","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Product","","Product","dataimp","G-4B0JM","=","R-GA1Z9","DSYCV","1-2NID8V","","","","",""
"9-DB97K7C0Y6","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","TECH_ActionCode","","Attribute","dataimp","G-EMLUU","=","R-R52EQ","Add","1-2NEDOR","","","","",""
"9-UHPP2CONK4","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Product","","Product","dataimp","G-EMLUU","=","R-JUIIE","CHUSF","1-2NEDOR","","","","",""
"9-2YPRVEF38S","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","BGC Promotion Parent Action Code","","Attribute","dataimp","G-03OKZ","=","R-201CG","Add","1-34KCCN","","","","",""
"9-35KXBC5JRE","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-03OKZ","=","R-DPC23","Beats Flex XS","1-34KCCN","","","","",""
"9-4OWAIBJA76","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-03OKZ","=","R-RTS73","Beats Flex Fiber XS","1-34KCCN","","","","",""
"9-37T5XED7V7","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-03OKZ","=","R-ETACY","Beats Flex Fiber XS","1-34KCCN","","","","",""
"9-IJR43W0VDA","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-03OKZ","=","R-GPIJ3","Beats Flex Fiber XS","1-34KCCN","","","","",""
"9-A9QKJO85EZ","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-03OKZ","=","R-9JE8O","Beats Flex Fiber XS","1-34KCCN","","","","",""
"9-E1UZAHQB8B","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-03OKZ","=","R-B4MT2","Beats Flex Fiber XS","1-34KCCN","","","","",""
"9-2NGMRZERPH","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-03OKZ","=","R-EHDK5","New","1-34KCCN","","","","",""
"9-YFX7AK04KW","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_TV","","Profile Attribute","dataimp","G-03OKZ","=","R-HVWQW","New","1-34KCCN","","","","",""
"9-UBTVL340KR","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-03OKZ","=","R-MN8X4","New","1-34KCCN","","","","",""
"9-EOQ6JO1DOP","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-03OKZ","!=","R-WJPW0","Move","1-34KCCN","","","","",""
"9-492ID2Y1QH","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-03OKZ","!=","R-YA3UP","Move","1-34KCCN","","","","",""
"9-LETA25B9BT","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-03OKZ","!=","R-QBHX6","Move","1-34KCCN","","","","",""
"9-T89NA9MOXR","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_BF_ZONE","","Profile Attribute","dataimp","G-03OKZ","=","R-K93ZF","Fiber - Fiber","1-34KCCN","","","","",""
"9-UNSI01FF41","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_BF_ACCESS_TYPE","","Profile Attribute","dataimp","G-03OKZ","=","R-WF2NH","Both","1-34KCCN","","","","",""
"9-IR9050L4M3","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-03OKZ","!=","R-XTCMC","CO Free","1-34KCCN","","","","",""
"9-M4G6S1GNR3","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC Promotion Parent Action Code","","Attribute","dataimp","G-LBJEJ","=","R-U530X","Add","1-2Q3YRP","","","","",""
"9-R2M158EN5R","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LBJEJ","=","R-Y03RE","Flex Fiber XS","1-2Q3YRP","","","","",""
"9-Y782A5CP1H","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LBJEJ","=","R-1MF35","Flex Fiber XS+","1-2Q3YRP","","","","",""
"9-Z2L1KZEHN2","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LBJEJ","=","R-P5X72","Flex XS","1-2Q3YRP","","","","",""
"9-6EV0586GGF","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LBJEJ","=","R-D52MV","Flex Fiber XS","1-2Q3YRP","","","","",""
"9-BEQRSLLTLT","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LBJEJ","=","R-9RRYC","Flex Fiber XS","1-2Q3YRP","","","","",""
"9-1J3WIVD3NJ","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","Prod Prom Name","","Attribute","dataimp","G-LBJEJ","=","R-0LE4W","Flex Fiber XS","1-2Q3YRP","","","","",""
"9-CPWEU5ROGH","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-LBJEJ","=","R-ECDSJ","New","1-2Q3YRP","","","","",""
"9-57ZJCRN520","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_TV","","Profile Attribute","dataimp","G-LBJEJ","=","R-ZFGEA","New","1-2Q3YRP","","","","",""
"9-5YJH7VR5SD","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_Inet","","Profile Attribute","dataimp","G-LBJEJ","=","R-UT24L","New","1-2Q3YRP","","","","",""
"9-5JBN3R30YM","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LBJEJ","!=","R-IJIDW","Move","1-2Q3YRP","","","","",""
"9-RWMZZ7A8K3","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:54","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LBJEJ","!=","R-DKPGY","Move","1-2Q3YRP","","","","",""
"9-OTOEOYK65J","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LBJEJ","!=","R-IQI2P","Move","1-2Q3YRP","","","","",""
"9-TI2FCIQSLG","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_BF_ZONE","","Profile Attribute","dataimp","G-LBJEJ","=","R-RB47O","Fiber - Fiber","1-2Q3YRP","","","","",""
"9-HRUN11I9N3","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_BF_ACCESS_TYPE","","Profile Attribute","dataimp","G-LBJEJ","=","R-91265","Both","1-2Q3YRP","","","","",""
"9-V3QNIV89VB","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-LBJEJ","!=","R-AOY46","CO Free","1-2Q3YRP","","","","",""
"9-OMWC3SXAF1","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC Promotion Parent Action Code","","Attribute","dataimp","G-SDMHB","=","R-XSRDH","Add","1-34K94N","","","","",""
"9-VMBL3GHBRN","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-SDMHB","=","R-SXWDI","Beats Flex XS","1-34K94N","","","","",""
"9-CXWRO9VORA","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-SDMHB","=","R-71JEW","Beats Flex Fiber XS","1-34K94N","","","","",""
"9-A89SX199O8","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-SDMHB","=","R-5UVWK","Beats Flex Fiber XS","1-34K94N","","","","",""
"9-OA8CTH6R29","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-SDMHB","=","R-CUYVI","Beats Flex Fiber XS","1-34K94N","","","","",""
"9-0SJ0G42SNK","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-SDMHB","=","R-5R5GZ","Beats Flex Fiber XS","1-34K94N","","","","",""
"9-RJYZMYB1OM","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-SDMHB","=","R-K9QQJ","Beats Flex Fiber XS","1-34K94N","","","","",""
"9-09188SZ0N5","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_Inet","","Profile Attribute","dataimp","G-SDMHB","=","R-KE1YD","New","1-34K94N","","","","",""
"9-0XB09SPHHN","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_TV","","Profile Attribute","dataimp","G-SDMHB","=","R-9UH3J","New","1-34K94N","","","","",""
"9-I32OST1PR7","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_Inet","","Profile Attribute","dataimp","G-SDMHB","=","R-NDY2E","New","1-34K94N","","","","",""
"9-HCZZNU6RFV","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-SDMHB","!=","R-XSTHP","Move","1-34K94N","","","","",""
"9-6H3QU2OITA","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-SDMHB","!=","R-OXF6A","Move","1-34K94N","","","","",""
"9-H7TGNA85TT","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-SDMHB","!=","R-8U4TR","Move","1-34K94N","","","","",""
"9-477UXRVH0I","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-SDMHB","!=","R-DRZ4Z","Move","1-34K94N","","","","",""
"9-MOY8CC7NC4","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_BF_ACCESS_TYPE","","Profile Attribute","dataimp","G-SDMHB","!=","R-RKT4G","Both","1-34K94N","","","","",""
"9-1TQ055MZBR","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-SDMHB","!=","R-ZUVPY","CO Free","1-34K94N","","","","",""
"9-QXAQIWQG3S","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","BGC Promotion Parent Action Code","","Attribute","dataimp","G-P37RB","=","R-861QN","Add","1-2AAE0V","","","","",""
"9-4YH6V0KZWQ","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-P37RB","=","R-DOXLM","Packimus","1-2AAE0V","","","","",""
"9-TDWMHIV3RV","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-P37RB","=","R-D1X1V","Packimus Fiber","1-2AAE0V","","","","",""
"9-C759H47LPK","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-P37RB","=","R-J7IPM","Packimus Premium","1-2AAE0V","","","","",""
"9-SJU0EU7TOE","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-P37RB","=","R-HACNK","Packimus Premium fiber","1-2AAE0V","","","","",""
"9-NW62ZV64NL","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-P37RB","=","R-ZIPPK","Packimus Premium fiber","1-2AAE0V","","","","",""
"9-3OMMWY2QIB","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:11:55","Prod Prom Name","","Attribute","dataimp","G-P37RB","=","R-DU7Y5","Packimus Premium fiber","1-2AAE0V","","","","",""
"9-PVIWMG6JS8","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_Inet","","Profile Attribute","dataimp","G-P37RB","=","R-Q7OY6","New","1-2AAE0V","","","","",""
"9-ZBHB0VGRF3","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_TV","","Profile Attribute","dataimp","G-P37RB","=","R-EWP7D","New","1-2AAE0V","","","","",""
"9-2WZ6I0BDHX","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_New_Tele_Subscription","","Profile Attribute","dataimp","G-P37RB","=","R-ZNERX","Telephone line over IP","1-2AAE0V","","","","",""
"9-B220NR35PM","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-P37RB","!=","R-B2JB3","Move","1-2AAE0V","","","","",""
"9-D9FSEWW0LV","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_ORIGINAL_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-P37RB","!=","R-SU6AD","Move","1-2AAE0V","","","","",""
"9-ZSTI3MFHWN","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-P37RB","!=","R-XNKUC","Move","1-2AAE0V","","","","",""
"9-EPMXPQYFCO","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_MOVE_MIGRATE_STATUS","","Profile Attribute","dataimp","G-P37RB","!=","R-PPUCS","Move","1-2AAE0V","","","","",""
"9-42YJ5WGLSA","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:11:55","BGC_BF_ACCESS_TYPE","","Profile Attribute","dataimp","G-P37RB","!=","R-7ZPLH","Both","1-2AAE0V","","","","",""
